year,Country,GDPPC_I,FC,FR
1998,"Tanzania, United Republic of",290.6501,2542,16.04
1999,"Tanzania, United Republic of",297.3485,2646,16.27
2000,"Tanzania, United Republic of",304.3593,2658,15.93
2001,"Tanzania, United Republic of",314.5469,2674,15.60
2002,"Tanzania, United Republic of",328.5248,2703,15.31
2003,"Tanzania, United Republic of",342.0496,2776,15.27
2004,"Tanzania, United Republic of",359.0366,2933,15.68
2005,"Tanzania, United Republic of",374.9993,3423,17.79
2006,"Tanzania, United Republic of",389.0817,2874,14.51
2007,"Tanzania, United Republic of",404.9783,2750,13.51
2008,"Tanzania, United Republic of",415.1721,3022,14.45
2009,"Tanzania, United Republic of",424.6996,3292,15.29
2010,"Tanzania, United Republic of",438.3156,3323,15.00
2011,"Tanzania, United Republic of",458.9541,3317,14.55
2012,"Tanzania, United Republic of",468.1755,3650,15.53
2013,"Tanzania, United Republic of",487.3019,3760,15.54
1989,"Thailand",1432.678,2555,8.06
1990,"Thailand",1571.573,2368,7.36
1991,"Thailand",1688.124,2359,7.35
1992,"Thailand",1809.498,2312,7.26
1993,"Thailand",1945.018,2007,6.37
1994,"Thailand",2104.543,2002,6.44
1995,"Thailand",2279.742,2063,6.50
1996,"Thailand",2390.842,2105,6.49
1997,"Thailand",2332.8,2157,6.50
1998,"Thailand",2063.762,2282,6.84
1999,"Thailand",2130.362,2177,6.50
2000,"Thailand",2205.775,2199,6.39
2001,"Thailand",2227.65,2255,6.41
2002,"Thailand",2319.307,2305,6.45
2003,"Thailand",2458.298,2394,6.62
2004,"Thailand",2590.193,2428,6.59
2005,"Thailand",2689.953,2450,6.56
2006,"Thailand",2813.027,2488,6.64
2007,"Thailand",2946.296,2526,6.60
2008,"Thailand",3014.545,2625,6.80
2009,"Thailand",2940.224,2629,6.80
2010,"Thailand",3163.904,2697,6.95
2011,"Thailand",3158.067,2821,7.21
2012,"Thailand",3389.577,2728,6.92
2013,"Thailand",3437.841,2724,6.87
1989,"Timor-Leste",358.2964,100,37.12
1990,"Timor-Leste",366.7711,86,31.09
1991,"Timor-Leste",366.7571,86,30.19
1992,"Timor-Leste",364.2813,70,23.75
1993,"Timor-Leste",361.9838,64,21.22
1994,"Timor-Leste",366.5094,60,19.71
1995,"Timor-Leste",377.3687,58,19.43
1996,"Timor-Leste",396.1401,54,18.49
1997,"Timor-Leste",411.947,47,16.85
1998,"Timor-Leste",422.3771,43,16.24
1999,"Timor-Leste",434.7538,38,15.08
2000,"Timor-Leste",507.6553,32,13.39
2001,"Timor-Leste",578.6968,29,11.35
2002,"Timor-Leste",523.4087,33,12.98
2003,"Timor-Leste",492.6512,34,13.48
2004,"Timor-Leste",477.9418,37,14.57
2005,"Timor-Leste",499.5478,35,13.70
2006,"Timor-Leste",463.3817,38,15.31
2007,"Timor-Leste",508.0737,34,14.05
2008,"Timor-Leste",570.8296,28,11.94
2009,"Timor-Leste",634.3936,23,10.40
2010,"Timor-Leste",682.5964,22,10.27
2011,"Timor-Leste",745.0071,21,9.09
2012,"Timor-Leste",783.4635,22,9.57
2013,"Timor-Leste",804.1104,23,9.68
1989,"Togo",438.5524,224,15.00
1990,"Togo",425.6077,244,15.87
1991,"Togo",411.7453,242,15.27
1992,"Togo",385.6682,272,16.63
1993,"Togo",319.6634,380,22.55
1994,"Togo",358.8493,288,16.58
1995,"Togo",377.6989,326,18.16
1996,"Togo",400.9952,374,20.15
1997,"Togo",447.2318,405,21.12
1998,"Togo",425.9372,334,16.80
1999,"Togo",425.435,370,17.97
2000,"Togo",411.3618,359,16.83
2001,"Togo",394.3369,407,18.40
2002,"Togo",380.677,427,18.63
2003,"Togo",389.2595,408,17.20
2004,"Togo",387.2797,430,17.52
2005,"Togo",381.782,494,19.46
2006,"Togo",387.0786,452,17.25
2007,"Togo",385.8361,465,17.21
2008,"Togo",384.3647,564,20.25
2009,"Togo",387.6935,452,15.76
2010,"Togo",392.855,436,14.78
2011,"Togo",401.4548,446,14.69
2012,"Togo",414.2697,661,21.17
2013,"Togo",424.3519,583,18.15
1989,"Tonga",1895.703,5,16.95
1990,"Tonga",1852.797,5,16.78
1991,"Tonga",1968.426,6,17.55
1992,"Tonga",1970.863,6,18.28
1993,"Tonga",2042.032,7,19.96
1994,"Tonga",2139.76,4,11.62
1995,"Tonga",2214.189,4,10.60
1996,"Tonga",2207.741,4,11.01
1997,"Tonga",2196.708,4,11.12
1998,"Tonga",2246.731,4,11.48
1999,"Tonga",2322.782,4,11.81
2000,"Tonga",2388.679,4,10.63
2001,"Tonga",2461.097,4,9.98
2002,"Tonga",2530.298,4,10.04
2003,"Tonga",2569.101,4,10.51
2004,"Tonga",2578.266,4,11.01
2005,"Tonga",2622.949,4,10.01
2006,"Tonga",2564.084,4,9.37
2007,"Tonga",2441.846,4,9.83
2008,"Tonga",2448.138,4,9.08
2009,"Tonga",2512.523,4,9.06
2010,"Tonga",2582.703,4,9.30
2011,"Tonga",2645.579,4,9.51
2012,"Tonga",2658.134,4,9.46
2013,"Tonga",2661.735,4,9.90
1989,"Trinidad and Tobago",6512.068,21,4.67
1990,"Trinidad and Tobago",6565.484,21,4.61
1991,"Trinidad and Tobago",6697.696,21,4.60
1992,"Trinidad and Tobago",6547.021,22,4.65
1993,"Trinidad and Tobago",6416.256,23,4.67
1994,"Trinidad and Tobago",6613.417,23,4.54
1995,"Trinidad and Tobago",6849.302,24,4.55
1996,"Trinidad and Tobago",7100.588,24,4.49
1997,"Trinidad and Tobago",7279.247,25,4.52
1998,"Trinidad and Tobago",7833.183,25,4.50
1999,"Trinidad and Tobago",8162.487,25,4.43
2000,"Trinidad and Tobago",8641.314,24,4.20
2001,"Trinidad and Tobago",8964.272,25,4.19
2002,"Trinidad and Tobago",9641.895,25,4.18
2003,"Trinidad and Tobago",10980.75,24,3.90
2004,"Trinidad and Tobago",11788.45,24,3.80
2005,"Trinidad and Tobago",12405.06,24,3.64
2006,"Trinidad and Tobago",14039,23,3.51
2007,"Trinidad and Tobago",14632.8,23,3.44
2008,"Trinidad and Tobago",15055.57,23,3.36
2009,"Trinidad and Tobago",14328.3,24,3.55
2010,"Trinidad and Tobago",14297.84,23,3.49
2011,"Trinidad and Tobago",14016.19,24,3.51
2012,"Trinidad and Tobago",14183.12,24,3.55
2013,"Trinidad and Tobago",14370.17,24,3.54
1989,"Tunisia",1930.635,186,7.84
1990,"Tunisia",2034.099,214,8.73
1991,"Tunisia",2071.902,231,9.14
1992,"Tunisia",2188.456,234,8.98
1993,"Tunisia",2214.908,227,8.51
1994,"Tunisia",2229.772,215,7.80
1995,"Tunisia",2238.438,212,7.44
1996,"Tunisia",2363.62,239,8.13
1997,"Tunisia",2458.254,223,7.39
1998,"Tunisia",2543.175,223,7.24
1999,"Tunisia",2662.185,227,7.22
2000,"Tunisia",2759.381,225,7.03
2001,"Tunisia",2846.184,223,6.87
2002,"Tunisia",2865.863,217,6.57
2003,"Tunisia",2992.136,228,6.82
2004,"Tunisia",3130.701,235,6.94
2005,"Tunisia",3218.961,230,6.70
2006,"Tunisia",3367.691,235,6.70
2007,"Tunisia",3543.383,232,6.47
2008,"Tunisia",3673.93,227,6.20
2009,"Tunisia",3766.127,238,6.38
2010,"Tunisia",3848.871,234,6.16
2011,"Tunisia",3783.853,245,6.32
2012,"Tunisia",3922.125,250,6.37
2013,"Tunisia",3980.756,249,6.26
1989,"Turkey",4668.083,1560,8.13
1990,"Turkey",5012.895,1640,8.39
1991,"Turkey",4964.719,1548,7.77
1992,"Turkey",5130.27,1544,7.69
1993,"Turkey",5435.362,1494,7.81
1994,"Turkey",5100.654,1604,7.80
1995,"Turkey",5417.041,1629,7.82
1996,"Turkey",5726.755,1716,8.10
1997,"Turkey",6065.816,1571,7.42
1998,"Turkey",6111.104,1522,7.01
1999,"Turkey",5816.681,1471,6.64
2000,"Turkey",6119.231,1408,6.59
2001,"Turkey",5687.244,1386,6.37
2002,"Turkey",5952.182,1490,6.75
2003,"Turkey",6178.543,1458,6.65
2004,"Turkey",6665.308,1420,6.49
2005,"Turkey",7129.585,1431,6.41
2006,"Turkey",7522.972,1375,6.07
2007,"Turkey",7775.594,1357,5.89
2008,"Turkey",7730.383,1399,5.89
2009,"Turkey",7266.694,1511,6.11
2010,"Turkey",7833.529,1562,6.09
2011,"Turkey",8413.318,1576,5.92
2012,"Turkey",8483.334,1594,5.89
2013,"Turkey",8722.922,1588,5.77
1989,"Turkmenistan",1663.265,162,12.71
1990,"Turkmenistan",2191.984,187,14.22
1991,"Turkmenistan",2033.195,193,14.24
1992,"Turkmenistan",1680.085,104,7.43
1993,"Turkmenistan",1658.32,123,8.52
1994,"Turkmenistan",1336.743,216,14.60
1995,"Turkmenistan",1213.099,122,8.01
1996,"Turkmenistan",1270.209,108,6.92
1997,"Turkmenistan",1107.678,155,9.69
1998,"Turkmenistan",1170.317,188,11.46
1999,"Turkmenistan",1346.831,191,11.29
2000,"Turkmenistan",1404.083,185,10.67
2001,"Turkmenistan",1448.871,189,10.66
2002,"Turkmenistan",1437.311,180,9.92
2003,"Turkmenistan",1469.009,174,9.40
2004,"Turkmenistan",1526.426,174,9.16
2005,"Turkmenistan",1706.957,174,9.00
2006,"Turkmenistan",1872.954,170,8.61
2007,"Turkmenistan",2055.839,182,9.00
2008,"Turkmenistan",2329.524,141,6.83
2009,"Turkmenistan",2441.215,144,6.81
2010,"Turkmenistan",2632.427,161,7.42
2011,"Turkmenistan",2981.138,163,7.37
2012,"Turkmenistan",3269.673,165,7.32
2013,"Turkmenistan",3556.981,168,7.29
1989,"Turks and Caicos Islands",,0,5.36
1990,"Turks and Caicos Islands",,0,5.17
1991,"Turks and Caicos Islands",,0,5.15
1992,"Turks and Caicos Islands",,0,5.13
1993,"Turks and Caicos Islands",,0,5.05
1994,"Turks and Caicos Islands",,0,4.94
1995,"Turks and Caicos Islands",,0,4.92
1996,"Turks and Caicos Islands",,0,4.81
1997,"Turks and Caicos Islands",,0,4.76
1998,"Turks and Caicos Islands",,0,4.81
1999,"Turks and Caicos Islands",,0,4.57
2000,"Turks and Caicos Islands",,0,4.44
2001,"Turks and Caicos Islands",,0,4.37
2002,"Turks and Caicos Islands",,0,4.31
2003,"Turks and Caicos Islands",,0,4.35
2004,"Turks and Caicos Islands",,1,4.27
2005,"Turks and Caicos Islands",,1,4.19
2006,"Turks and Caicos Islands",,1,4.20
2007,"Turks and Caicos Islands",,1,4.16
2008,"Turks and Caicos Islands",,1,4.07
2009,"Turks and Caicos Islands",,1,4.11
2010,"Turks and Caicos Islands",,1,4.07
2011,"Turks and Caicos Islands",,1,4.08
2012,"Turks and Caicos Islands",,1,4.03
2013,"Turks and Caicos Islands",,1,4.00
1989,"Tuvalu",1759.31,1,18.49
1990,"Tuvalu",1781.977,1,17.87
1991,"Tuvalu",1835.69,1,16.21
1992,"Tuvalu",1877.143,1,14.88
1993,"Tuvalu",1944.693,1,14.41
1994,"Tuvalu",2135.339,1,13.97
1995,"Tuvalu",2019.903,1,13.44
1996,"Tuvalu",1891.903,1,12.85
1997,"Tuvalu",2073.544,0,12.08
1998,"Tuvalu",2385.731,0,11.56
1999,"Tuvalu",2338.403,0,10.93
2000,"Tuvalu",2304.643,0,10.26
2001,"Tuvalu",2329.443,0,10.48
2002,"Tuvalu",2497.588,0,9.95
2003,"Tuvalu",2399.225,0,9.87
2004,"Tuvalu",2353.042,0,10.26
2005,"Tuvalu",2252.893,0,11.00
2006,"Tuvalu",2292.096,1,11.95
2007,"Tuvalu",2429.668,1,12.05
2008,"Tuvalu",2617.202,0,11.33
2009,"Tuvalu",2496.085,1,12.20
2010,"Tuvalu",2423.261,1,13.53
2011,"Tuvalu",2623.569,1,12.84
2012,"Tuvalu",2623.881,1,12.07
2013,"Tuvalu",2653.638,0,10.73
1989,"Uganda",192.3372,2556,35.41
1990,"Uganda",197.6396,2631,35.12
1991,"Uganda",201.4783,2390,30.89
1992,"Uganda",201.3528,2325,29.13
1993,"Uganda",210.911,2431,29.54
1994,"Uganda",217.1452,2365,27.93
1995,"Uganda",234.4662,2389,27.40
1996,"Uganda",247.7696,2122,23.67
1997,"Uganda",252.4251,1957,21.23
1998,"Uganda",256.7176,2017,21.26
1999,"Uganda",268.8107,1831,18.76
2000,"Uganda",268.4868,1386,13.77
2001,"Uganda",273.2596,1445,13.92
2002,"Uganda",287.3257,1267,11.82
2003,"Uganda",295.7233,1352,12.32
2004,"Uganda",305.2914,1249,11.14
2005,"Uganda",313.799,1431,12.51
2006,"Uganda",336.0984,1427,12.08
2007,"Uganda",352.309,1372,11.24
2008,"Uganda",370.3358,1374,10.88
2009,"Uganda",384.0696,1736,13.29
2010,"Uganda",390.5822,1812,13.40
2011,"Uganda",414.2163,1967,14.04
2012,"Uganda",418.2356,1998,13.77
2013,"Uganda",417.7432,2119,14.10
1989,"Ukraine",2826.12,2600,10.21
1990,"Ukraine",2640.726,2640,10.34
1991,"Ukraine",2413.579,2679,10.54
1992,"Ukraine",2173.226,2619,10.31
1993,"Ukraine",1863.026,2334,9.20
1994,"Ukraine",1442.898,2279,9.04
1995,"Ukraine",1276.917,2083,8.36
1996,"Ukraine",1159.469,1835,7.43
1997,"Ukraine",1134.979,1563,6.41
1998,"Ukraine",1123.41,1504,6.23
1999,"Ukraine",1131.785,1321,5.54
2000,"Ukraine",1210.686,1239,5.26
2001,"Ukraine",1335.429,1325,5.70
2002,"Ukraine",1418.901,1227,5.28
2003,"Ukraine",1564.925,1128,4.88
2004,"Ukraine",1767.64,1068,4.62
2005,"Ukraine",1828.718,989,4.24
2006,"Ukraine",1975.525,972,4.17
2007,"Ukraine",2144.351,1069,4.60
2008,"Ukraine",2205.582,927,3.99
2009,"Ukraine",1887.516,827,3.57
2010,"Ukraine",1974.621,781,3.37
2011,"Ukraine",2084.782,729,3.15
2012,"Ukraine",2094.12,695,3.00
2013,"Ukraine",2138.276,652,2.82
1989,"United Arab Emirates",43692.61,18,2.13
1990,"United Arab Emirates",48855.46,17,1.89
1991,"United Arab Emirates",46654.24,19,1.98
1992,"United Arab Emirates",45700.44,21,2.02
1993,"United Arab Emirates",43916.96,24,2.10
1994,"United Arab Emirates",44610.71,25,2.06
1995,"United Arab Emirates",45278.8,26,2.02
1996,"United Arab Emirates",45490.34,27,1.99
1997,"United Arab Emirates",46609.48,28,1.93
1998,"United Arab Emirates",44292.35,31,2.03
1999,"United Arab Emirates",43370.31,34,2.06
2000,"United Arab Emirates",45969,33,1.92
2001,"United Arab Emirates",45038.34,35,1.96
2002,"United Arab Emirates",44819.76,37,1.98
2003,"United Arab Emirates",46661.39,37,1.87
2004,"United Arab Emirates",47081.16,40,1.83
2005,"United Arab Emirates",43533.89,49,1.94
2006,"United Arab Emirates",40689,62,2.03
2007,"United Arab Emirates",35309.64,86,2.29
2008,"United Arab Emirates",31070.36,111,2.48
2009,"United Arab Emirates",25933.24,146,2.84
2010,"United Arab Emirates",24099.23,166,2.92
2011,"United Arab Emirates",23907.08,174,2.87
2012,"United Arab Emirates",24262.75,178,2.85
2013,"United Arab Emirates",25140.76,177,2.80
1989,"United Kingdom",28712.25,381,1.31
1990,"United Kingdom",28780.3,359,1.23
1991,"United Kingdom",28336.71,297,1.02
1992,"United Kingdom",28386.5,276,0.96
1993,"United Kingdom",29067.72,245,0.85
1994,"United Kingdom",30160.8,211,0.74
1995,"United Kingdom",30842.29,233,0.81
1996,"United Kingdom",31584.27,214,0.74
1997,"United Kingdom",32307.19,220,0.76
1998,"United Kingdom",33344.11,200,0.69
1999,"United Kingdom",34280.36,173,0.59
2000,"United Kingdom",35445.47,219,0.74
2001,"United Kingdom",36250.1,210,0.71
2002,"United Kingdom",36982.16,191,0.64
2003,"United Kingdom",38393.37,174,0.58
2004,"United Kingdom",39112.34,179,0.59
2005,"United Kingdom",39934.91,173,0.56
2006,"United Kingdom",40848.4,220,0.70
2007,"United Kingdom",41567.4,174,0.55
2008,"United Kingdom",41104.6,166,0.52
2009,"United Kingdom",39036.35,147,0.46
2010,"United Kingdom",39471.85,171,0.53
2011,"United Kingdom",39808.82,171,0.53
2012,"United Kingdom",39793.51,146,0.45
2013,"United Kingdom",40224.94,148,0.45
1989,"United States",32716.65,6581,5.21
1990,"United States",32965.65,6545,5.11
1991,"United States",32507.83,6427,4.99
1992,"United States",33199.82,6217,4.75
1993,"United States",33663.32,6331,4.78
1994,"United States",34597.36,6632,4.92
1995,"United States",35116.55,6275,4.59
1996,"United States",36028.84,6202,4.47
1997,"United States",37191.49,6238,4.42
1998,"United States",38396.69,6055,4.22
1999,"United States",39775.16,6054,4.17
2000,"United States",40943.3,5920,4.02
2001,"United States",40936.14,5915,3.99
2002,"United States",41282.91,5534,3.71
2003,"United States",42078.94,5575,3.72
2004,"United States",43270.37,5764,3.82
2005,"United States",44307.83,5734,3.76
2006,"United States",45052.5,5840,3.78
2007,"United States",45417.4,5657,3.63
2008,"United States",44873.02,5214,3.31
2009,"United States",43234.27,5313,3.37
2010,"United States",43960.98,5194,3.30
2011,"United States",44341.81,5075,3.22
2012,"United States",45038.2,5028,3.17
2013,"United States",45710.25,4864,3.06
1989,"Uruguay",3974.646,92,6.68
1990,"Uruguay",3959.596,88,6.30
1991,"Uruguay",4070.927,86,6.12
1992,"Uruguay",4362.17,90,6.20
1993,"Uruguay",4445.391,86,5.95
1994,"Uruguay",4734.262,90,6.05
1995,"Uruguay",4632.233,94,6.19
1996,"Uruguay",4855.677,93,6.05
1997,"Uruguay",5233.717,93,5.97
1998,"Uruguay",5435.111,94,6.00
1999,"Uruguay",5301.998,91,5.79
2000,"Uruguay",5180.951,93,5.87
2001,"Uruguay",4972.921,94,5.81
2002,"Uruguay",4587.397,101,6.30
2003,"Uruguay",4627.244,107,6.79
2004,"Uruguay",4861.121,113,7.16
2005,"Uruguay",5221.673,104,6.51
2006,"Uruguay",5427.425,107,6.57
2007,"Uruguay",5768.314,106,6.39
2008,"Uruguay",6162.848,109,6.51
2009,"Uruguay",6286.104,105,6.19
2010,"Uruguay",6791.05,102,5.97
2011,"Uruguay",7264.809,109,6.31
2012,"Uruguay",7505.787,106,6.10
2013,"Uruguay",7808.626,105,6.01
1989,"Uzbekistan",550.1232,989,14.09
1990,"Uzbekistan",547.1167,1067,14.85
1991,"Uzbekistan",532.9398,1242,16.89
1992,"Uzbekistan",462.2847,1185,15.79
1993,"Uzbekistan",441.5043,1055,13.72
1994,"Uzbekistan",410.4097,1392,17.72
1995,"Uzbekistan",399.4331,1197,14.90
1996,"Uzbekistan",398.5276,996,12.05
1997,"Uzbekistan",411.4211,1270,14.91
1998,"Uzbekistan",422.261,1270,14.48
1999,"Uzbekistan",435.6964,1405,15.67
2000,"Uzbekistan",446.038,1489,16.16
2001,"Uzbekistan",458.9248,1510,15.99
2002,"Uzbekistan",471.4763,1565,16.15
2003,"Uzbekistan",485.5945,1538,15.48
2004,"Uzbekistan",516.9859,1447,14.21
2005,"Uzbekistan",546.7769,1364,13.05
2006,"Uzbekistan",579.5762,1302,12.12
2007,"Uzbekistan",625.666,1228,11.11
2008,"Uzbekistan",671.1154,1165,10.23
2009,"Uzbekistan",713.3372,1119,9.54
2010,"Uzbekistan",752.4283,1149,9.42
2011,"Uzbekistan",793.2993,1194,9.42
2012,"Uzbekistan",845.8066,1221,9.39
2013,"Uzbekistan",899.3143,1251,9.41
1989,"Vanuatu",1693.427,7,10.18
1990,"Vanuatu",1842.89,7,10.31
1991,"Vanuatu",1848.479,6,8.98
1992,"Vanuatu",1841.873,6,8.92
1993,"Vanuatu",1802.612,7,9.53
1994,"Vanuatu",1913.248,7,8.89
1995,"Vanuatu",1886.346,7,8.95
1996,"Vanuatu",1890.203,7,9.35
1997,"Vanuatu",1946.789,7,9.12
1998,"Vanuatu",1995.524,11,13.76
1999,"Vanuatu",1966.079,11,13.43
2000,"Vanuatu",2040.739,10,12.29
2001,"Vanuatu",1925.565,11,12.72
2002,"Vanuatu",1783.197,11,13.00
2003,"Vanuatu",1813,11,12.30
2004,"Vanuatu",1837.377,12,12.70
2005,"Vanuatu",1886.388,11,12.12
2006,"Vanuatu",1995.714,11,11.49
2007,"Vanuatu",2047.99,11,11.45
2008,"Vanuatu",2127.895,11,11.27
2009,"Vanuatu",2146.511,11,10.90
2010,"Vanuatu",2131.094,11,11.04
2011,"Vanuatu",2107.949,13,12.12
2012,"Vanuatu",2097.693,14,13.19
2013,"Vanuatu",2092.447,15,13.18
1989,"Venezuela, Bolivarian Rep. of",5088.182,367,5.24
1990,"Venezuela, Bolivarian Rep. of",5284.263,363,5.02
1991,"Venezuela, Bolivarian Rep. of",5661.326,385,5.06
1992,"Venezuela, Bolivarian Rep. of",5867.221,390,5.05
1993,"Venezuela, Bolivarian Rep. of",5753.084,396,5.11
1994,"Venezuela, Bolivarian Rep. of",5496.773,424,5.22
1995,"Venezuela, Bolivarian Rep. of",5593.579,461,5.29
1996,"Venezuela, Bolivarian Rep. of",5467.507,460,5.01
1997,"Venezuela, Bolivarian Rep. of",5698.778,485,5.04
1998,"Venezuela, Bolivarian Rep. of",5602.962,525,5.23
1999,"Venezuela, Bolivarian Rep. of",5166.723,535,5.14
2000,"Venezuela, Bolivarian Rep. of",5255.692,529,4.98
2001,"Venezuela, Bolivarian Rep. of",5332.943,571,5.08
2002,"Venezuela, Bolivarian Rep. of",4771.808,591,5.02
2003,"Venezuela, Bolivarian Rep. of",4322.637,609,5.11
2004,"Venezuela, Bolivarian Rep. of",5022.738,591,4.90
2005,"Venezuela, Bolivarian Rep. of",5444.663,588,4.82
2006,"Venezuela, Bolivarian Rep. of",5879.868,590,4.79
2007,"Venezuela, Bolivarian Rep. of",6287.031,601,4.81
2008,"Venezuela, Bolivarian Rep. of",6509.547,620,4.83
2009,"Venezuela, Bolivarian Rep. of",6199.1,693,5.29
2010,"Venezuela, Bolivarian Rep. of",6010.08,683,5.13
2011,"Venezuela, Bolivarian Rep. of",6163.939,685,5.05
2012,"Venezuela, Bolivarian Rep. of",6412.027,704,5.08
2013,"Venezuela, Bolivarian Rep. of",6401.905,726,5.13
1989,"Viet Nam",292.1888,6713,20.93
1990,"Viet Nam",301.3124,6141,18.76
1991,"Viet Nam",313.4534,6626,19.81
1992,"Viet Nam",334.5462,5390,15.78
1993,"Viet Nam",355.3526,4786,13.72
1994,"Viet Nam",380.3183,4505,12.65
1995,"Viet Nam",409.8265,4567,12.55
1996,"Viet Nam",440.9917,4748,12.75
1997,"Viet Nam",469.5591,4523,11.85
1998,"Viet Nam",489.0617,4639,11.83
1999,"Viet Nam",504.7786,4689,11.62
2000,"Viet Nam",531.8584,4395,10.63
2001,"Viet Nam",557.6867,4309,10.17
2002,"Viet Nam",586.0995,4363,10.08
2003,"Viet Nam",619.2961,4390,9.91
2004,"Viet Nam",658.0446,4358,9.61
2005,"Viet Nam",699.4998,4331,9.35
2006,"Viet Nam",740.0551,4327,9.16
2007,"Viet Nam",784.2762,4399,9.13
2008,"Viet Nam",819.9161,4771,9.71
2009,"Viet Nam",855.0701,4660,9.31
2010,"Viet Nam",900.4937,4689,9.19
2011,"Viet Nam",946.8034,4965,9.56
2012,"Viet Nam",986.0137,4972,9.41
2013,"Viet Nam",1028.623,4845,9.01
1989,"Virgin Islands (US)",,3,5.36
1990,"Virgin Islands (US)",,2,5.17
1991,"Virgin Islands (US)",,3,5.15
1992,"Virgin Islands (US)",,3,5.13
1993,"Virgin Islands (US)",,3,5.05
1994,"Virgin Islands (US)",,3,4.94
1995,"Virgin Islands (US)",,3,4.92
1996,"Virgin Islands (US)",,2,4.81
1997,"Virgin Islands (US)",,2,4.76
1998,"Virgin Islands (US)",,2,4.81
1999,"Virgin Islands (US)",,2,4.57
2000,"Virgin Islands (US)",,2,4.44
2001,"Virgin Islands (US)",,2,4.37
2002,"Virgin Islands (US)",,2,4.31
2003,"Virgin Islands (US)",,2,4.35
2004,"Virgin Islands (US)",,2,4.27
2005,"Virgin Islands (US)",,2,4.19
2006,"Virgin Islands (US)",,2,4.20
2007,"Virgin Islands (US)",,2,4.16
2008,"Virgin Islands (US)",,2,4.07
2009,"Virgin Islands (US)",,2,4.11
2010,"Virgin Islands (US)",,2,4.07
2011,"Virgin Islands (US)",,2,4.08
2012,"Virgin Islands (US)",,2,4.03
2013,"Virgin Islands (US)",,2,4.00
1989,"West Bank and Gaza Strip",910.9911,33,8.44
1990,"West Bank and Gaza Strip",926.9258,33,8.30
1991,"West Bank and Gaza Strip",896.1069,34,8.16
1992,"West Bank and Gaza Strip",877.6965,34,7.89
1993,"West Bank and Gaza Strip",870.1709,36,7.83
1994,"West Bank and Gaza Strip",879.6077,37,7.75
1995,"West Bank and Gaza Strip",900.9619,38,7.63
1996,"West Bank and Gaza Strip",924.1213,42,8.15
1997,"West Bank and Gaza Strip",1095.846,42,7.81
1998,"West Bank and Gaza Strip",1345.218,44,7.88
1999,"West Bank and Gaza Strip",1546.9,42,7.50
2000,"West Bank and Gaza Strip",1358.874,43,7.34
2001,"West Bank and Gaza Strip",1239.538,43,6.90
2002,"West Bank and Gaza Strip",1190.475,43,6.85
2003,"West Bank and Gaza Strip",1267.261,43,6.53
2004,"West Bank and Gaza Strip",1345.042,46,6.57
2005,"West Bank and Gaza Strip",1455.934,45,6.14
2006,"West Bank and Gaza Strip",1354.732,48,6.24
2007,"West Bank and Gaza Strip",1297.125,53,6.51
2008,"West Bank and Gaza Strip",1151.478,57,6.56
2009,"West Bank and Gaza Strip",1352.911,56,6.44
2010,"West Bank and Gaza Strip",1344.979,57,6.32
2011,"West Bank and Gaza Strip",1408.292,60,6.38
2012,"West Bank and Gaza Strip",1562.008,59,6.01
2013,"West Bank and Gaza Strip",1448.931,61,5.95
1989,"Yemen",659.4642,273,11.68
1990,"Yemen",666.4682,277,11.18
1991,"Yemen",674.418,286,10.84
1992,"Yemen",693.0386,320,11.32
1993,"Yemen",684.7598,327,10.81
1994,"Yemen",696.7847,379,11.71
1995,"Yemen",705.819,341,9.95
1996,"Yemen",711.9649,307,8.52
1997,"Yemen",725.4871,313,8.33
1998,"Yemen",746.9546,374,9.58
